Date,Relevance,Headline,Detail (Source)
21-May-20,0,The Government announces that NHS staff and care workers from overseas will be exempt from the immigration health surcharge that usually applies to non-EU migrants.[436],
21-May-20,0,"The number of recorded deaths rises by 338 to 36,042.[437]",
21-May-20,0,"The Office for National Statistics estimate that 137,000 people in England, or 0.25% of the population, had COVID-19 at any given time between 4 May and 17 May (excluding those in hospitals, care homes or other institutions). This implies around 8,700 new infections per day, compared to the 10,000 estimate made two weeks ago.[438]",
21-May-20,0,"ITV announces that its soap Emmerdale has started a ""phased return to filming"" with six new episodes being recorded at its studios in Leeds.[439]",
21-May-20,0,The UK stages its ninth weekly Clap for Our Carers event at 8pm.[440],
22-May-20,0,Cummings lockdown breach revealed (Mirror),
22-May-20,0,"Johnson has ""trashed"" his own public health advice in order to defend Dominic Cummings, says Government's own scientist","“Boris Johnson has trashed all the advice we have given on how to build trust and secure adherence to the measures necessary to control Covid-19,” says scientific adviser Professor Stephen Reicher. (Twitter)"
22-May-20,0,"The number of recorded deaths rises by 351 to 36,393.[441]",
22-May-20,0,The Government unveils new quarantine rules for travellers to the UK that will require them to self-isolate for fourteen days from 8 June.[442],
22-May-20,0,"The Scientific Advisory Group for Emergencies publishes its evidence on the safety and impact of reopening schools on 1 June. It says the risk to school pupils is ""very, very small, but it is not zero"", while the risk to teachers is not above average when compared to other occupations.[443]",
22-May-20,0,"The Office for National Statistics reports that government borrowing rose to £62bn in April, the highest monthly figure on record, after heavy spending to ease the coronavirus crisis.[444]",
22-May-20,0,"Guernsey announces plans to move to Stage Four of its lockdown restrictions from 30 May, six weeks earlier than originally planned. This will allow restaurants and cafes, hairdressers and beauticians, cinemas, gyms and sports venues to reopen. The announcement comes after the island had 22 consecutive days with no new COVID-19 cases.[445] Schools on the island will also reopen for all students on 8 June.[446]",
22-May-20,0,"Annemarie Plas, credited as starting the weekly Clap for Our Carers, suggests it should end after its tenth week as the public have shown their appreciation, and should instead become an annual celebration of frontline workers.[447]",
23-May-20,1,"Dominic Cummings, Boris Johnson's chief political adviser, comes under mounting pressure to resign after a joint investigation by the Daily Mirror and The Guardian revealed that he travelled 260 miles from London to Durham to self-isolate during lockdown and while his wife was displaying COVID-19 symptoms. In response to the story, Downing Street says that Cummings travelled to the north east to be near relatives who could look after his young son if he became ill himself.[450]",Example of general population questioning government advice ?
23-May-20,0,Johnson again backs Cummings who says he has 'no regrets',"Controversy engulfs Johnson's administration, as ministers double-down on their support for the Chief Adviser following his apparent breach of lockdown rules. Johnson says that Cummings did ""what any father would have done"". (Guardian)"
23-May-20,0,The French Government announces that travellers to France from the UK will have to quarantine for fourteen days from 8 June.[448],
23-May-20,0,"The number of recorded deaths rises by 282 to 36,675. The latest deaths include that of a 12-year-old child.[449]",
23-May-20,0,"Transport Secretary Grant Shapps announces £283m of investment in buses and light rail services in order to help improve safety, but warns capacity will be at a fifth of pre-lockdown levels because of social distancing measures. Extra martials at stations from 1 June are also announced, as well as permission for ten rail reopening projects to proceed to make business cases under the ""reversing the Beeching cuts"" initiative.[451]",
24-May-20,0,"A further 118 deaths are recorded in the UK, taking the total to 36,793.[452]",
24-May-20,0,"After The Observer and the Sunday Mirror print allegations that Dominic Cummings made a second trip to the north east during lockdown, Boris Johnson gives his chief aide his backing at the Downing Street daily briefing, saying that Cummings had ""no alternative"" but to travel for childcare ""when both he and his wife were about to be incapacitated by coronavirus"" and has ""acted responsibly, legally and with integrity"". Johnson describes some of the claims as ""palpably false"".[453]",
24-May-20,0,"Johnson also confirms plans (outlined on 10 May) for the phased reopening of schools in England from 1 June: from that date, they will reopen for early years pupils, Reception, Year 1 and Year 6. For the first time he states that from 15 June a quarter of Year 10 and Year 12 students will be allowed ""some contact"" to help prepare for exams.[454]",
25-May-20,0,NHS faces huge backlog of routine operations due to lack of PPE and staff testing,"A lack of protective gear and long waits for tests for NHS staff are preventing hospitals from dealing with backlogs of operations, a leading NHS figure warns. (Guardian)"
25-May-20,0,"No more than 80,000 tests a day have ever been carried out in the UK","Government double-counting of tests has masked the fact that the UK has never achieved more than 80,000 tests a day, despite setting a target of 100,000 daily tests on 2 April. (Times)"
25-May-20,0,"Dominic Cummings says ""I don't regret what I did"" as he gives a detailed explanation of his actions during lockdown at a press conference in the Downing Street Rose Garden.[455]",
25-May-20,0,"A further 121 recorded deaths take the total to 36,914.[456]",
25-May-20,0,"Boris Johnson outlines plans to reopen car showrooms and outdoor markets from 1 June, and for all non-essential shops to reopen from 15 June.[457]",
25-May-20,0,"Education Secretary Gavin Williamson warns the virus ""could be with us for a year or more"" and children cannot stay off school for ""months and months"".[458]",
25-May-20,0,Weston General Hospital in Somerset temporarily stops admitting new patients because of a high number of COVID-19 cases.[459],
25-May-20,0,"The Football Association confirms that the 2019–20 Women's Super League and 2019–20 Women's Championship have ended immediately, with the outcome of winners and relegations to be decided.[460]",
26-May-20,0,"A further 134 recorded deaths brings the total to 37,048.[461]",
26-May-20,0,"For the first day since 18 March, no new COVID deaths are reported in Northern Ireland. Robin Swann, the Northern Ireland Health Minister, describes it as ""a clear sign of progress"".[462]",
26-May-20,0,Death registration figures for the week ending 15 May show the lowest number of COVID-19 deaths since the beginning of April.[463],
26-May-20,0,"Remdesivir, a drug that can speed up the recovery time of patients with COVID-19, is made available through the NHS.[464]",
26-May-20,0,"The Scottish Government announces plans for Test and Protect, a track and trace system.[465]",
26-May-20,0,"Douglas Ross resigns as a junior minister with the Scotland Office over the government's defence of Dominic Cummings, while at least 35 Conservative MPs call for Cummings to be removed from his post.[466]",
26-May-20,0,Tate Britain announces that the annual Turner Prize will not be awarded in 2020 because of the upheaval created by the COVID outbreak.[467],
27-May-20,1,"Boris Johnson presides over the nation that also has the second highest overall death toll, estimated by the Financial Times at 60,000. Nearly one in every thousand Britons has died. (Financial Times)",
27-May-20,0,"US coronavirus death toll reaches 100,000 (New York Times)",
27-May-20,0,UK now has second highest per capita excess death rate of any nation on Earth,
27-May-20,0,"The number of recorded deaths increases by 412, taking the total to 37,460.[468]",
27-May-20,0,Boris Johnson states that a test and trace system will be operational in England from the following day.[469],
27-May-20,0,Johnson appears before the House of Commons Liaison Committee where he rules out holding an inquiry into the actions of Dominic Cummings.[470],
27-May-20,0,"Figures from HM Treasury indicate the Coronavirus Job Retention Scheme for furloughed workers in the UK now covers 8.4 million people, an increase from 8 million a week earlier.[471]",
27-May-20,0,Premier League football clubs vote to resume contact training.[472],
28-May-20,0,"The weekly household survey by the Office for National Statistics reports that around 133,000 people in England had COVID-19 at any given time during 11–24 May, and estimates the rate of new infections to be around 54,000 per week. Both numbers are similar to the previous estimates, indicating that the number of infections is ""relatively stable"".[477]",
28-May-20,0,"Contact tracing systems go live in England and Scotland – NHS Test and Trace in England, and Test and Protect in Scotland.[473] However, Dido Harding tells MPs the system in England will not be ""fully operational at a local level"" until the end of June.[474][475]",
28-May-20,0,"The number of recorded deaths rises by 377 to 37,837.[476]",
28-May-20,0,"A meeting of the four national Chief Medical Officers decides that the alert level should remain at 4, although Boris Johnson had said the previous day that he hoped it would come down to 3.[478]",
28-May-20,0,"Johnson says the government's five tests have been met, and from 1 June in England groups of up to six people will be able to meet outdoors in gardens and outdoor private spaces.[479] Dental practices will be allowed to reopen from 8 June.[140]",
28-May-20,0,"First Minister of Scotland Nicola Sturgeon announces an easing of lockdown measures in Scotland from the following day, when people from two different households can meet up outdoors as long as they are groups of eight or less.[480]",
28-May-20,0,"The Northern Ireland Executive agrees to further relax lockdown restrictions from 8 June, when large retailers, car showrooms and shops in retail parks will be allowed to open, and outdoor weddings attended by ten people will be permitted.[481]",
28-May-20,0,"Durham Police say that Dominic Cummings may have made a ""minor breach"" of lockdown rules during his visit to Barnard Castle, but no offence was committed.[482]",
28-May-20,0,"Premier League clubs agree to restart games on 17 June, with two matches – Aston Villa v Sheffield United and Manchester City v Arsenal.[483] All 92 remaining matches from the season will air live on television.[484]",
28-May-20,0,"EasyJet announces plans to cut 4,500 jobs because of the effects of the COVID-19 outbreak on business.[485]",
28-May-20,0,The tenth Clap for Our Carers event is staged at 8pm.[486],
29-May-20,1,Lockdown measures are eased in Scotland.[491],
29-May-20,0,"The number of recorded deaths increases by 324 to 38,161.[487]",
29-May-20,0,"Chancellor Rishi Sunak announces that the Coronavirus Job Retention Scheme will end at the end of October. Before then, employers must pay National Insurance and pension contributions from August, then 10% of pay from September, increasing to 20% in October.[488] Self-employed people whose work has been affected by the outbreak will receive a ""second and final"" government grant in August.[489]",
29-May-20,0,"Mark Drakeford, the First Minister of Wales, announces an easing of the lockdown restrictions for Wales from Monday 1 June, that will allow the members of two households to meet up outdoors. Non-essential retailers are urged to use the next three weeks to ""prepare safeguarding"".[490]",
29-May-20,0,"A rehabilitation centre for COVID-19 patients receives its first patients. NHS Seacole, based at Headley Court in Surrey, is named for the British-Jamaican nurse Mary Seacole.[492]",
30-May-20,0,"Some government scientific advisers warn of the risk associated with lifting lockdown restrictions in England too early, citing the still high number of cases and deaths. In response the government says it is following the data and evidence when making its decisions about the restrictions.[493] Professor Jonathan Van-Tam tells the Downing Street briefing that Britain is at a ""dangerous moment"" and people must be ""sensible and proportionate"".[494]",
30-May-20,0,"The number of recorded deaths increases by 215 to 38,376.[495]",
30-May-20,0,"At the Downing Street daily briefing Culture Secretary Oliver Dowden announces that competitive sport will be allowed in England behind closed doors from 1 June, with individual sporting bodies left to decide when to restart. Horse racing will be one of the first sporting activities to resume.[496]",
30-May-20,0,"Boris Johnson announces a relaxing of lockdown restrictions for the 2.2 million people who have been ""shielding"" in their homes, with them allowed outdoors with members of their household from 1 June. Those who live alone can meet one other person outside.[497]",
30-May-20,0,Conservative MPs urge Boris Johnson to revise the 2 metre social distancing rule to 1.5 metres amid concerns for the hospitality industry.[498],
31-May-20,0,"The number of recorded deaths rises by 113 to 38,489.[499]",
31-May-20,0,"The UK exceeds its target to increase testing capacity to 200,000 tests a day by the end of May, with 205,634 available for 30 May.[500]",
31-May-20,0,"Some scientists express their concern about the logic of relaxing lockdown rules for those shielding at home in England.[501] In response Robert Jenryck tells the Downing Street daily briefing he is ""reasonably confident"" the measures are ""manageable"" but the room for manoeuvre is limited.[500]",
31-May-20,0,"Welsh health minister Vaughan Gething announces an easing of lockdown rules for those shielding at home in Wales. From 1 June they may meet up outside with people from another household, but must maintain social distancing rules and must not go into another person's home.[502]",
01-Jun-20,1,"The third amendment to the Coronavirus Restrictions legislation comes into effect, again without prior parliamentary scrutiny. Car and caravan showrooms, outdoor sports amenities and outdoor non-food markets may reopen. The prohibitions on leaving home are replaced by a prohibition on staying overnight away from home, with specific exceptions such as for work. Gatherings of people from more than one household are limited to six people outdoors and are prohibited entirely indoors, with exceptions including education. There are further exemptions for elite athletes. As primary schools reopen in England, headteachers report a varied attendance rate of between 40% and 70%.",
01-Jun-20,0,"As primary schools reopen in England, headteachers report a varied attendance rate of between 40% and 70%.[504]",
01-Jun-20,0,Furniture retailer Ikea reopens 19 of its UK stores.[505],
01-Jun-20,0,"Horse racing becomes the first sport to return in England after a gap of 76 days, with the first meeting at Newcastle.[506] Snooker also returns.[507]",
01-Jun-20,0,"The number of recorded deaths increases by 556 to 39,045; 111 deaths are recorded from the most recent 24 hour period, while a further 445 are added retrospectively because of delayed reporting.[508][509]",
01-Jun-20,0,"The Northern Ireland Executive agrees to ease the lockdown measures for people shielding at home from 8 June, when they will be allowed outdoors with members of their household, or to meet one member of another household if they are living alone.[510]",
01-Jun-20,0,"ITV announces plans to resume filming of its soap Coronation Street from 9 June following an eleven week break. ITV have aired three episodes a week since March, and the new filming schedule will allow that number of airings to continue.[511]",
02-Jun-20,0,"The number of recorded deaths rises by 324 to 39,369.[512]",
02-Jun-20,0,"Figures from the Office for National Statistics show the number of COVID-19 deaths to be at their lowest since March, with 2,872 death certificates mentioning the condition during the week up to 22 May.[513]",
02-Jun-20,0,"The Guardian has calculated the UK death toll from COVID-19 is 50,032.[514] Meanwhile, Reuters give the figure as 49,646.[515]",
02-Jun-20,0,"Public Health England releases its report into the disproportionately high number of people from ethnic minorities dying from COVID-19. The report finds that age, sex, health, geographical circumstances and ethnicity are all risk factors, with those of Bangladeshi origin experiencing a particularly high number of fatalities.[516]",
02-Jun-20,0,"David Norgrove, chair of the UK Statistics Authority, rebukes Matt Hancock in an escalation of his 11 May criticism of the government's handling of testing data, saying the figures are ""still far from complete and comprehensible"" and appear to be aimed at showing ""the largest possible number of tests, even at the expense of understanding"".[517]",
02-Jun-20,0,"MPs vote to end the practice of voting from home, but some politicians criticise the move for excluding those unable to attend Parliament due to age or health reasons. In response, Jacob Rees-Mogg, the Leader of the House, says he will schedule a motion for the following day that will enable them to question the government but not to vote.[518]",
02-Jun-20,0,"Water companies urge people to conserve water during the lockdown restrictions by not using sprinklers and hosepipes, or filling paddling pools. The advice follows a record dry spring coupled with more people spending time at home.[519]",
02-Jun-20,0,"The Royal Shakespeare Company announces it has called off performances planned for the summer, autumn and winter because of the COVID-19 outbreak.[520]",
02-Jun-20,0,The England and Wales Cricket Board confirms England will play three test matches against the West Indies starting on 8 July.[521],
03-Jun-20,0,"A further 359 deaths take the total to 39,728.[522]",
03-Jun-20,0,"Home Secretary Priti Patel confirms plans to introduce a 14 day quarantine for new arrivals into the UK. Those who break the quarantine conditions in England will face fines of £1,000 and potential prosecution.[523]",
03-Jun-20,0,Business Secretary Alok Sharma is tested for COVID-19 and self-isolates at home after looking visibly ill during a House of Commons debate.[524] He subsequently tests negative for the virus.[525],
03-Jun-20,0,"As the UK begins a period of wetter weather, Boris Johnson urges people not to move gatherings indoors if it rains.[526]",
03-Jun-20,0,"Welsh education minister Kirsty Williams announces that all schools in Wales will reopen from 29 June. They will be open for all pupils, but only a third of students will be in school at any one time. The summer term is also extended by a week.[527]",
04-Jun-20,0,"The number of recorded deaths rises by 176 to 39,904.[528]",
04-Jun-20,0,"Transport Secretary Grant Shapps announces that face coverings will be compulsory on public transport from 15 June. Very young children, disabled people and those with breathing difficulties will be exempt from this requirement.[529]",
04-Jun-20,0,"Debenhams announces plans to reopen three stores in Northern Ireland from 8 June, followed by 50 in England a week later.[530]",
04-Jun-20,0,Research by King's College London has suggested that half the UK population has struggled with sleep during lockdown.[531],
05-Jun-20,1,"Sir Patrick Vallance, the UK's Government Chief Scientific Adviser, says the R number is between 0.7 and 0.9, but could be as high as 1 in some areas of England. His comments come after figures from the Office for National Statistics suggest the reproductive rate is between 0.7 and 1 for England.[534]",
05-Jun-20,0,"The number of recorded deaths passes 40,000 after rising by 357 to 40,261.[532]",
05-Jun-20,0,The British Medical Association urge the UK government to extend the rules regarding the wearing of face covering to all situations where social distancing is not possible.[533],
05-Jun-20,0,"The weekly household survey by the Office for National Statistics reports that around 53,000 people (95% confidence: 25,000 to 99,000) in England had COVID-19 at any given time during 17–30 May, and estimates the rate of new infections to be around 39,000 per week, down from 54,000 the previous week. Their estimates are based on small numbers: 21 positive results from just under 20,000 swab tests.[535]",
05-Jun-20,0,The UK government's ban on tenant evictions in England and Wales is extended by two months to 23 August.[536],
05-Jun-20,0,Health Secretary Matt Hancock urges people not to breach lockdown rules by attending protests planned for the forthcoming weekend. Several are planned by the organisation Black Lives Matter following the death of George Floyd in the United States.[537],
05-Jun-20,0,"Chelsea are declared the winners of the 2019–20 Women's Super League after the season finished early, while Liverpool are relegated.[538] The 2020–21 season is scheduled to start on 5–6 September.[539]",
05-Jun-20,0,"Premiership Rugby announce plans to restart their 2019–20 season on Saturday 15 August, assuming it is safe to do so.[540]",
06-Jun-20,1,Anti-racism demonstrations are held in cities across the UK; attendees are reported to be in the thousands.[542],
06-Jun-20,0,"The number of recorded deaths rises by 204 to 40,465.[541]",
07-Jun-20,0,"A further 77 deaths are recorded, taking the total to 40,542. No new deaths are recorded for Scotland or Northern Ireland over the most recent 24 hour period; it is the first time Scotland has recorded no new deaths since lockdown began in March.[543][544]",
07-Jun-20,0,Thousands of protesters take part in a second day of anti-racism demonstrations in cities across the UK.[545],
07-Jun-20,0,"Professor John Edmunds, one of the scientists advising the UK government, says he wishes the lockdown had been implemented earlier as the delay ""cost a lot of lives"", but adds that data was ""really quite poor"", making it ""very hard"" to do act earlier.[546] Responding to the comments, Health Secretary Matt Hancock says the government ""took the right decision at the right time"".[547]",
08-Jun-20,1,Rules requiring travellers arriving into the UK to quarantine for 14 days come into force.[548],
08-Jun-20,0,"The number of recorded deaths rises by 55 to 40,597, the lowest daily number since lockdown was introduced on 23 March; no deaths are reported in Scotland for a second consecutive day, and there are no new deaths in London hospitals.[549]",
08-Jun-20,0,"The Department of Health and Social Care extends availability of tests to all adult care homes, not just those for over-65s, and states there is capacity to send homes over 50,000 test kits a day.[550]",
08-Jun-20,0,"BP announces plans to shed 10,000 jobs amid a global drop in demand for oil.[551]",
09-Jun-20,1,"The UK government drops plans for all primary school children to return to school before the end of the summer term, describing it as unfeasible.[553]",
09-Jun-20,0,"The number of recorded deaths rises by 286 to 40,883.[552]",
09-Jun-20,0,"Business Secretary Alok Sharma confirms that all non-essential retailers in England can reopen from Monday 15 June providing they follow safety guidelines. However, pubs, bars, restaurants and hairdressers must wait until 4 July ""at the earliest"" to reopen.[554]",
09-Jun-20,0,"Welsh health minister Vaughan Gething announces that people in Wales will be asked to wear three-layer face covering in situations where social distancing is not possible, such as on public transport.[555]",
09-Jun-20,0,"Figures released by the Treasury show that 8.9 million workers are now covered by the Coronavirus Job Retention Scheme, a quarter of the UK workforce, with it having cost £19.6bn to date.[556]",
09-Jun-20,0,"Thirty medical organisations that represent black, Asian and minority ethnic doctors and nurses write to Health Secretary Matt Hancock and Equalities Minister Kemi Badenoch expressing their concern at a government review that found black, Asian and ethnic minority people are twice as likely to die from COVID-19.[557]",
